Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,0.18350,0.10870,0.07480,2.98650,2.98640,-2.91170,0.00050,-2.91110,,-2.91110,-2.91110,-2.91110,-2.90620,-2.91170,124.91600,124.91600,-0.02000,-0.02000,,5.34030,-1587.01100,-1587.01100,-1586.72400,-1586.72400,0.00090,-14.31880,-14.31880,-1.35390,-14.31880,0.16280,-0.04380,-0.04380
2023-09-30,0.46030,0.65520,-0.19490,7.78720,17.42180,-17.61680,0.10320,-17.51360,,-17.51360,-17.51360,-17.51360,-17.60850,-17.61680,55.14400,55.14400,-0.34000,-0.34000,,6.73230,-3827.44000,-3827.43900,-3805.02800,-3805.02800,0.00220,-111.59450,-111.59450,-8.53940,-111.59450,0.28150,-0.0813,-0.0813
2023-06-30,0.43030,90.30350,-89.87320,0.84200,0.84200,-90.71520,-0.01390,-90.72910,,-90.72910,-90.72910,-90.72910,-90.71240,-90.71520,55.79300,55.79300,-1.63000,-1.63000,,3.15900,-21080.78000,-21080.78000,-21084.00000,-21084.00000,0.00190,-269.60590,-269.60590,-40.74950,-269.60590,0.60320,-0.0031,-0.0031
2023-03-31,0.48990,0.40340,0.08650,1.24650,1.24650,-1.16000,-0.14510,-1.30510,,-1.30510,-1.30510,-1.30510,-1.15420,-1.16000,55.78100,77.01600,-0.02000,-0.02000,,0.88890,-236.79480,-236.79480,-266.40950,-266.40950,0.00150,-1.03350,-1.03350,-0.40330,-1.03350,2.26330,-0.0024,-0.0024
2022-12-31,0.16270,0.13030,0.03240,0.60720,0.60720,-0.57480,0.00110,-0.57370,,-0.57370,-0.57370,-0.57370,-0.56930,-0.57480,53.22900,53.22900,-0.01000,-0.01000,,0.87960,-353.29550,-353.29550,-352.61270,-352.61270,0.00050,-0.45150,-0.45150,-0.17840,-0.45150,2.27900,-0.01260,-0.01260
2022-09-30,0.78480,0.89520,-0.11030,28.28930,107.17870,-107.28910,-1.01580,-108.30490,,-107.79120,-107.79120,-107.79120,-107.28340,-107.28910,36.18900,36.18900,-2.98000,-2.97000,,0.90720,-13670.67000,-13670.67000,-13800.10000,-13734.65000,0.00260,-90.24290,-90.24290,-35.06690,-90.24290,2.57070,-0.0011,-0.0011
2022-06-30,1.16500,0.83360,0.33140,1.73880,1.73880,-1.40740,0.00730,-1.40010,0.03050,-1.43060,-1.43060,-1.43060,-1.40150,-1.40740,40.46500,40.46500,-0.04000,-0.04000,,0.54320,-120.81510,-120.81510,-120.18720,-122.80110,0.00290,-0.67530,-0.67530,-0.35880,-0.67530,5.23560,-0.0199,-0.0199
2022-03-31,4.30300,2.30510,1.99790,0.68030,0.68030,1.31760,-0.25050,1.06710,0.33440,0.73280,0.73280,0.73280,1.32380,1.31760,35.14300,56.52400,0.02000,0.01000,,0.54300,30.62040,30.62040,24.79980,17.02970,0.01030,0.32720,0.32720,0.17460,0.32720,5.53410,-0.0234,-0.0234
2021-12-31,2.81900,1.45560,1.36340,0.85170,0.85170,0.51170,0.00150,0.51320,0.14890,0.36430,0.36430,0.36430,0.51790,0.51170,25.61800,25.61800,0.01000,0.01000,,0.62600,18.15270,18.15270,18.20450,12.92340,0.00730,0.18850,0.18850,0.09380,0.18850,7.54270,0.02350,0.02350
2021-09-30,5.96990,4.88540,1.08450,0.44050,0.44050,0.64400,0.02630,0.67030,0.43640,0.23400,0.23400,0.23400,0.65020,0.64400,23.94400,23.94400,0.02000,0.02000,,0.62740,10.78820,10.78820,11.22820,3.91900,0.01550,0.12270,0.12270,0.06080,0.12270,7.44390,-0.0151,-0.0151
2021-06-30,31.62660,25.29670,6.32990,1.49220,1.49210,4.83770,0.00150,4.83920,1.21060,3.62870,3.62870,3.62870,4.85030,4.83770,25.10200,25.10200,0.14000,0.14000,,0.62810,15.29640,15.29640,15.30110,11.47340,0.08160,1.90910,1.90910,0.93680,1.90910,7.41950,-0.0079,-0.0079
2021-03-31,18.16300,14.47430,3.68870,0.56020,0.56010,3.12850,-0.16590,2.96270,0.74140,2.22120,2.22120,2.22120,3.14100,3.12850,22.52500,22.52500,0.10000,0.10000,,0.65540,17.22480,17.22480,16.31160,12.22950,0.04800,1.25430,1.25430,0.58650,1.25430,7.86200,-0.0307,-0.0307
2020-12-31,2.73170,1.85360,0.87810,0.38530,0.38530,0.49280,-0.10300,0.38980,0.09820,0.29160,0.29160,0.29160,0.50510,0.49280,22.52600,22.52600,0.01000,0.01000,,0.66070,18.04030,18.04030,14.26870,10.67410,0.00740,0.16600,0.16600,0.07860,0.16600,7.79620,0.02850,0.02850
2020-09-30,5.64050,4.46960,1.17090,0.04520,0.04520,1.12570,4.21950,5.34530,0.90730,4.43800,4.43800,4.43800,1.14210,1.12570,22.52500,22.52500,0.17000,0.17000,,0.65310,19.95810,19.95810,94.76570,78.68110,0.01590,2.63660,2.63660,1.25380,2.63660,7.47250,0.018,0.018
2020-06-30,3.01720,4.43120,-1.41400,1.05070,1.05080,-2.46480,-0.07460,-2.53930,0.03590,-2.57520,-2.57520,-2.57520,-2.44610,-2.46480,22.52600,22.52600,-0.11000,-0.11000,0.09830,0.68580,-81.69020,-81.69020,-84.16100,-85.34950,0.00880,-1.63850,-1.63850,-0.74690,-1.47740,6.97730,-0.0243,-0.0243
2020-03-31,1.86280,1.46640,0.39640,1.01980,1.01980,-0.62340,-0.11230,-0.73570,-0.11170,-0.62400,-0.62400,-0.62400,-0.60450,-0.62340,22.52500,22.52500,-0.01000,-0.01000,0.09840,0.67660,-33.46640,-33.46640,-39.49580,-33.49940,0.00530,-0.39150,-0.39150,-0.17900,-0.35300,7.07550,-0.0056,-0.0056
2019-12-31,2.26500,1.70560,0.55940,0.78900,0.78900,-0.22960,-0.01730,-0.24690,0.01050,-0.25740,-0.25740,-0.25740,-0.21080,-0.22960,22.52500,22.52500,-0.01000,-0.01000,0.09800,0.67340,-10.13720,-10.13720,-10.89890,-11.36330,0.00640,-0.15810,-0.15810,-0.07240,-0.14260,7.22860,0.11030,0.11030
2019-09-30,15.10340,9.68210,5.42130,1.07370,1.07370,4.34760,0.02310,4.37070,1.64750,2.72320,2.72320,2.72320,4.36680,4.34760,22.52500,22.52500,0.10000,0.10000,,0.68640,28.78570,28.78570,28.93870,18.03070,0.04340,1.71600,1.71600,0.78280,1.71600,7.04550,-0.012,-0.012
2019-06-30,7.87240,7.09170,0.78070,0.55300,0.55300,0.22770,-0.02130,0.20640,0.05320,0.15320,0.15320,0.15320,0.24770,0.22770,22.52500,22.52500,0.02000,0.02000,0.15860,0.69650,2.89240,2.89240,2.62200,1.94560,0.02170,0.09410,0.09410,0.04220,0.07920,7.22410,0.0774,0.0774
2019-03-31,9.00430,7.55660,1.44770,0.88860,0.88860,0.55910,-0.06460,0.49450,0.15290,0.34150,0.34150,0.34150,0.57930,0.55910,22.52500,22.52500,0.02000,0.02000,0.21890,0.70980,6.20930,6.20930,5.49160,3.79310,0.02470,0.20520,0.20520,0.09370,0.16030,7.38770,0.1951,0.1951
2018-12-31,7.59510,5.92320,1.67190,0.64090,0.64090,1.03100,-0.37840,0.65260,0.16840,0.48420,0.48420,0.48420,1.05090,1.03100,22.52500,22.52500,0.02000,0.02000,0.21940,0.73900,13.57450,13.57450,8.59250,6.37530,0.02100,0.29890,0.29890,0.13390,0.23330,7.19130,0.13630,0.13630
2018-09-30,13.48720,9.34000,4.14720,1.18290,1.18290,2.96430,-1.51720,1.44710,2.82850,-1.38150,-1.38150,-1.38150,2.61280,2.96430,22.52500,22.52500,-0.08000,-0.08000,0.29260,0.77090,21.97830,21.97830,10.72930,-10.24270,0.03660,-0.85440,-0.85440,-0.37500,-0.60440,7.17770,-0.0618,-0.0453
2018-06-30,14.48820,9.18310,5.30510,0.67660,0.67670,4.62850,-0.13510,4.49340,1.11340,3.37990,3.37990,3.37990,5.03590,4.62850,22.52500,22.52500,0.16000,0.16000,0.27540,0.75300,31.94640,31.94640,31.01380,23.32880,0.03830,1.99660,1.99660,0.89400,1.44680,7.51530,0.026,0.0271
2018-03-31,21.84130,18.11870,3.72260,0.84040,0.84040,2.88220,-0.12610,2.75620,0.71700,2.03920,2.03920,2.03920,2.50000,2.88220,22.52500,22.52500,0.10000,0.10000,0.33580,0.77700,13.19630,13.19630,12.61910,9.33630,0.05470,1.16370,1.16370,0.51110,0.77290,7.77970,0.0943,0.094
2017-12-31,14.42240,12.00050,2.42180,0.67420,0.67420,1.74760,-0.12860,1.61900,0.41380,1.20530,1.20530,1.20530,2.15970,1.74760,22.52500,22.52500,0.06000,0.06000,0.34830,0.78840,12.11760,12.11760,11.22580,8.35700,0.03720,0.72240,0.72240,0.31070,0.47080,7.40680,0.09170,0.07440
2017-09-30,22.40790,17.57860,4.82940,1.04520,1.04520,3.78410,-0.12530,3.65890,0.48980,3.16910,3.16910,3.16910,3.81280,3.78410,22.52500,22.52500,0.14000,0.14000,0.37900,0.80080,16.88740,16.88740,16.32840,14.14270,0.05900,1.95760,1.95760,0.83470,1.21570,7.18710,-0.0898,-0.0901
2017-06-30,15.50190,12.69610,2.80580,0.79890,0.79890,2.00700,-0.12580,1.88120,0.30640,1.57480,1.57480,1.57480,2.01460,2.00700,22.52500,22.52500,0.06000,0.06000,0.39090,0.81450,12.94660,12.94660,12.13530,10.15880,0.04210,1.01170,1.01170,0.42730,0.61620,6.91070,0.3736,0.3696
2017-03-31,10.76040,8.25460,2.50570,1.28270,1.28270,1.22310,-0.12340,1.09960,0.27650,0.82310,0.82310,0.82310,1.23790,1.22310,22.52500,22.52500,0.04000,0.04000,0.43580,0.87180,11.36630,11.36630,10.21910,7.64920,0.02890,0.54260,0.54260,0.22090,0.30610,6.73450,-0.6025,-0.6025
2016-12-31,8.78530,7.06100,1.72420,0.61900,0.61900,1.10530,-0.12110,0.98410,0.22200,0.76210,0.76210,0.76210,1.12120,1.10530,22.52500,22.52500,0.04000,0.04000,0.42650,0.84010,12.58080,12.58080,11.20210,8.67510,0.02420,0.50980,0.50980,0.20980,0.29240,6.63710,-0.76900,-0.76900
2016-09-30,15.01000,13.15040,1.85960,1.62810,1.62810,0.23150,-0.02160,0.20940,0.36180,-0.15250,-0.15250,-0.15250,0.24660,0.23150,22.52500,22.52500,,0.00000,0.39190,0.70140,1.54250,1.54250,1.39480,-1.01590,0.04210,-0.09840,-0.09840,-0.04280,-0.05980,6.87900,-1.1732,-1.1784
2016-06-30,11.64950,8.18350,3.46600,0.68140,0.68130,2.78460,-0.02990,2.75470,0.31050,2.44420,2.44420,2.44420,2.80440,2.78460,22.52500,22.52500,0.10000,0.10000,0.31080,0.50220,23.90350,23.90350,23.64660,20.98090,0.03580,1.57020,1.57020,0.75150,1.08210,6.91060,-1.188,-1.1884
2016-03-31,6.37050,4.12800,2.24250,0.70690,0.70690,1.53560,-0.06910,1.46650,0.16650,1.30000,1.30000,1.30000,1.55540,1.53560,22.52500,22.52500,0.06000,0.06000,0.23800,0.33670,24.10530,24.10530,23.02070,20.40710,0.02030,0.82310,0.82310,0.41520,0.62720,7.01210,-0.7565,-0.7565
2015-12-31,5.44410,3.20890,2.23520,0.56870,0.56870,1.66650,-0.10400,1.56300,0.13580,1.42720,1.42720,1.42720,1.68670,1.66650,22.52500,22.52500,0.06000,0.06000,0.14350,0.22720,30.61180,30.61180,28.71040,26.21610,0.01830,0.91740,0.91740,0.47910,0.78580,6.90690,-0.29200,-0.29200
2015-09-30,19.67440,11.55560,8.11880,0.78050,0.78040,7.33830,-0.00710,7.33120,0.50930,6.82190,6.82190,6.82190,7.35890,7.33830,22.52500,22.52600,0.30000,0.30000,0.09080,0.18740,37.29900,37.29900,37.26290,34.67430,0.06590,4.33210,4.33210,2.28590,3.93860,6.99110,-0.1323,-0.1323
2015-06-30,24.35950,9.34710,15.01240,0.63890,0.63890,14.37350,-0.02250,14.35100,0.64140,13.70960,13.70960,13.70960,14.39460,14.37350,22.52500,22.53800,0.60000,0.60000,0.01030,0.19180,59.00580,59.00580,58.91330,56.28030,0.08260,8.73660,8.73660,4.64680,8.64640,6.96650,0.3852,0.3852
2015-03-31,21.99190,11.33010,10.66180,0.81130,0.81140,9.85040,-0.01480,9.83560,0.56550,9.27010,9.27010,9.27010,9.87140,9.85040,22.52500,22.56050,0.42000,0.42000,0.01130,0.25060,44.79120,44.79120,44.72380,42.15230,0.07400,6.48690,6.48690,3.12080,6.41360,6.34430,0.4965,0.4965
2014-12-31,9.89510,7.02580,2.86930,0.99130,0.99140,1.87800,-0.01690,1.86110,0.23510,1.62600,1.62600,1.62600,1.89900,1.87800,22.52500,22.56150,0.08000,0.08000,0.04660,0.35520,18.97890,18.97890,18.80770,16.43220,0.03300,1.22220,1.22220,0.54310,1.16520,5.90640,-0.29430,-0.29430
2014-09-30,29.54720,19.75060,9.79650,1.29090,1.29100,8.50560,-0.01590,8.48970,0.71190,7.77780,7.77780,7.77780,8.53620,8.50560,22.52500,22.56200,0.34000,0.34000,0.04720,0.30670,28.78650,28.78650,28.73280,26.32330,0.09810,5.92690,5.92690,2.58220,5.64720,5.82590,0.1772,0.1772
2014-06-30,27.10730,17.53870,9.56860,0.71180,0.71180,8.85680,-0.01440,8.84240,0.68110,8.16130,8.16130,8.16130,8.86810,8.85680,22.52500,22.56250,0.36000,0.36000,0.09530,0.36860,32.67310,32.67310,32.62000,30.10730,0.10390,6.61320,6.61320,3.12960,5.98320,5.47870,-0.5284,-0.5284
2014-03-31,46.90060,31.50310,15.39750,0.84020,0.84020,14.55730,-0.01370,14.54370,1.09510,13.44860,13.44860,13.44860,14.58170,14.55730,22.52500,22.56300,0.60000,0.60000,0.10130,0.29270,31.03870,31.03870,31.00960,28.67470,0.20450,11.68200,11.68200,5.86370,10.49800,5.11090,-0.1618,-0.1618
2013-12-31,13.19390,9.14580,4.04800,0.65460,0.65460,3.39350,-0.01350,3.37990,0.32280,3.05710,3.05710,3.05710,3.41270,3.39350,22.52500,22.56350,0.14000,0.14000,0.16060,0.29910,25.71990,25.71990,25.61730,23.17070,0.06420,2.97930,2.97930,1.48770,2.50080,4.55550,-0.67140,-0.67140
2013-09-30,28.35250,19.22640,9.12610,1.13780,1.13780,7.98830,-0.04120,7.94700,0.69380,7.25320,7.25320,7.25320,8.01000,7.98830,22.52500,22.56200,0.32000,0.32000,0.10320,0.18260,28.17490,28.17490,28.02940,25.58230,0.15940,7.31550,7.31550,4.07880,6.56060,4.40170,-0.5776,-0.5776
2013-06-30,6.68500,3.54940,3.13560,0.72740,0.72740,2.40820,-0.01840,2.38980,0.12730,2.26250,2.26250,2.26250,2.43070,2.40820,22.52500,22.55750,0.10000,0.10000,,0.01980,36.02460,36.02460,35.74910,33.84510,0.04400,2.47880,2.47880,1.48780,2.47880,4.05220,0.1007,0.1007
2013-03-31,18.23420,10.67800,7.55620,1.41550,1.41550,6.14080,-0.01810,6.12270,0.35600,5.76670,5.76670,5.76670,6.16300,6.14080,22.52500,22.55840,0.26000,0.26000,,0.02060,33.67710,33.67710,33.57790,31.62580,0.13450,6.57750,6.57750,4.25500,6.57750,3.89220,0.0082,0.0082
2012-12-31,10.29270,3.83020,6.46250,0.72210,0.72210,5.74040,-0.01010,5.73020,0.22120,5.50910,5.50910,5.50910,5.76280,5.74040,22.52500,22.52500,0.24000,0.24000,,0.02220,55.77150,55.77150,55.67290,53.52410,0.08010,6.76500,6.76500,4.28670,6.76500,3.61530,-0.02600,-0.02600
2012-09-30,8.08080,4.85040,3.23050,1.21260,1.21260,2.01790,-0.03530,1.98260,0.11550,1.86710,1.86710,1.86710,2.04370,2.01790,22.52500,22.52500,0.08000,0.08000,,0.02390,24.97100,24.97100,24.53440,23.10470,0.06750,2.46590,2.46590,1.55960,2.46590,3.36130,-0.0237,-0.0237
2012-06-30,4.58480,2.71840,1.86640,0.45830,0.45830,1.40810,-0.00350,1.40460,0.07130,1.33330,1.33330,1.33330,1.42720,1.40810,22.52500,22.52500,0.06000,0.06000,,0.02450,30.71170,30.71170,30.63600,29.08170,0.03930,1.80560,1.80560,1.14250,1.80560,3.27840,0.0325,0.0325
2012-03-31,2.68490,1.13930,1.54550,0.53430,0.53430,1.01120,-0.01800,0.99320,0.04790,0.94530,0.94530,0.94530,1.03360,1.01120,22.52500,22.52500,0.04000,0.04000,,0.02500,37.66420,37.66420,36.99240,35.20660,0.02350,1.30480,1.30480,0.82760,1.30480,3.21620,0.0287,0.0287
2011-12-31,2.32610,0.88190,1.44420,0.36120,0.36120,1.08300,-0.00420,1.07880,0.04830,1.03050,1.03050,1.03050,1.10500,1.08300,22.52500,22.52500,0.04000,0.04000,,0.02550,46.55750,46.55750,46.37850,44.30050,0.02120,1.45060,1.45060,0.93830,1.45060,3.15370,-0.37730,-0.37730
2011-09-30,16.50700,11.69090,4.81610,0.93840,0.93840,3.87770,-0.02030,3.85740,0.39150,3.46590,3.46590,3.46600,3.90760,3.87770,22.52500,22.52500,0.14430,0.14430,,0.02600,23.49120,23.49120,23.36840,20.99690,0.15240,4.97630,4.97630,3.20080,4.97630,3.09210,0.5008,0.4799
2011-06-30,11.97470,6.01510,5.95960,0.60190,0.60190,5.35770,0.01420,5.37180,0.18120,5.19060,5.19060,5.19060,5.37590,5.35770,22.52500,22.52500,0.24000,0.24000,,0.09890,44.74150,44.74150,44.85970,43.34640,0.10840,7.59300,7.59300,4.69950,7.59300,3.03490,-1.0862,-1.0871
2011-03-31,24.76430,13.69160,11.07260,0.38710,0.38710,10.68550,0.00810,10.69360,0.53390,10.15970,10.15970,10.15970,10.70350,10.68550,22.52500,22.52500,0.46000,0.46000,,,43.14900,43.14900,43.18160,41.02560,0.27880,16.66610,16.66070,11.43980,16.66340,,0.1316,0.1316
2010-12-31,0.08090,0.07980,0.00110,0.10210,0.10200,-0.10090,0.00630,-0.09460,0.00170,-0.09630,-0.09630,-0.09630,-0.08320,-0.10090,22.52500,22.52950,-0.00430,-0.00430,,,-124.74020,-124.74020,-116.91080,-119.01050,0.00110,-0.19780,-0.19780,-0.12740,-0.19780,,0.20580,0.20580
2010-09-30,14.19000,,14.19000,,,14.19000,,14.19000,,14.19000,5.58900,5.58900,14.19000,14.19000,22.52500,22.53400,0.24000,0.24000,,,100.00000,100.00000,100.00000,39.38690,0.20510,11.60620,11.60620,8.07890,11.60620,2.13790,-0.4025,-0.4022
2010-06-30,7.67710,4.01820,3.65890,0.34710,0.34710,3.31180,-0.01370,3.29810,0.13310,3.16500,3.16500,3.16500,3.31180,3.31180,22.52500,22.52500,0.14000,0.14000,,,43.13870,43.13870,42.96060,41.22680,,,,,,,0.4025,0.4022
2010-03-31,13.03600,,13.03600,,,13.03600,,13.03600,,13.03600,4.98900,4.98900,13.03600,13.03600,22.52500,22.53000,0.22000,0.22000,,,100.00000,100.00000,100.00000,38.27090,,,,,,,0,0
2009-12-31,10.39100,,10.39100,,,10.39100,,10.39100,,10.39100,3.56900,3.56900,10.39100,10.39100,22.52500,22.52500,0.16000,0.16000,,,100.00000,100.00000,100.00000,34.34700,,,,,,,0.00000,
2009-09-30,18.42000,,18.42000,,,18.42000,,18.42000,,18.42000,7.32300,7.32300,18.42000,18.42000,20.34100,20.34100,0.36000,0.36000,,,100.00000,100.00000,100.00000,39.75570,,,,,,,0,0
2009-06-30,0.34200,,0.34200,,,0.34200,,0.34200,,0.34200,-0.10700,-0.10700,0.34200,0.34200,19.50000,19.50000,0.00000,0.00000,,,100.00000,100.00000,100.00000,-31.28660,,,,,,,0,0
2009-03-31,0.92100,,0.92100,,,0.92100,,0.92100,,0.92100,0.32000,0.32000,0.92100,0.92100,19.50000,19.50000,0.02000,0.02000,,,100.00000,100.00000,100.00000,34.74480,,,,,,,0,0
