Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-12-31,0.11100,0.90800,,-1.01900,-0.00400,-1.02300,-1.02300,-1.02300,-1.02500,-1.00400,-1.01900,4.33700,4.33700,-0.24000,-0.24000,0.63420,,9.82140,623.78030,-54.27060,623.78050,-0.01610,-0.0252,-0.0298
2023-09-30,1.85900,1.10300,,-2.96200,,-2.96200,-2.96200,-2.96200,-3.13700,-2.94700,-2.96200,1.71800,1.71800,-1.83000,-1.83000,0.23470,,23.44470,146.19940,-200.54160,146.19940,-1.16040,-0.76660,-0.76660
2023-06-30,2.07600,1.27300,,-3.34900,0.01400,-3.33500,-3.33500,-3.33500,-3.33700,-2.25900,-3.34900,1.62000,1.62000,-1.84000,-1.84000,1.06100,,33.63930,-456.22420,-83.81500,-456.22430,0.43200,-1.1629,-1.1681
2023-03-31,2.00500,1.29700,,-3.30200,0.03800,-3.26400,-3.26400,-3.26400,-3.26600,-2.21200,-3.30200,1.68100,1.68100,-1.94000,-1.94000,2.15630,,47.58720,-86.21240,-48.42730,-86.21240,2.23760,-0.9695,-0.9663
2022-12-31,2.05900,1.44000,,-3.49900,0.04500,-3.45400,-3.45400,-3.45400,-3.45600,-2.40900,-3.49900,1.64300,1.64300,-2.10000,-2.10000,2.83360,,82.67100,-52.34920,-34.82910,-52.34920,3.94380,-0.8413,-0.824
2022-09-30,3.17100,1.47500,,-4.64600,0.05000,-4.59600,-4.59600,-4.59600,-4.96000,-4.63100,-4.64600,1.46400,1.46400,-3.39000,-3.39000,2.31970,,156.53950,-47.78540,-34.79180,-47.78540,5.95120,-4.35040,-4.50890
2022-06-30,4.00400,1.45400,,-5.45800,0.01200,-5.44600,-5.44600,-5.44600,-5.44800,-5.44300,-5.45800,0.97400,0.97400,-1.78000,-1.78000,3.32280,,717.52440,-46.17210,-34.14850,-46.17210,8.99690,-5.2701,-5.2701
2022-03-31,3.47400,1.88400,,-5.35800,0.00200,-5.35600,-5.35600,-5.35600,-5.35800,-5.34300,-5.35800,0.98300,0.98300,-5.45000,-5.45000,3.11510,,169.06550,-57.06370,-41.85030,-57.06370,9.51810,-5.1853,-5.1853
2021-12-31,3.90200,1.99300,,-5.89500,0.00200,-5.89300,-5.89300,-5.89300,-5.89500,-5.88000,-5.89500,0.97100,0.97100,-6.07000,-6.07000,4.36240,,-452.95970,-41.78840,-33.26000,-41.78840,14.38600,-3.0819,-3.0819
2021-09-30,3.79300,2.17800,,-5.97100,0.00500,-5.96600,-5.96600,-5.96600,-8.43000,-5.95600,-5.97100,0.68560,0.68560,-12.50000,-12.50000,6.70040,,-108.71000,-31.13290,-26.70190,-31.13290,19.97230,-7.39910,-7.39910
2021-06-30,4.03100,2.66700,,-6.69800,-0.03200,-6.73000,-6.73000,-6.73000,-6.73600,-6.66300,-6.69800,0.51770,0.51770,9.00000,9.00000,4.24210,,154.71250,-63.60460,-49.69360,-63.60460,16.15910,-12.2241,-12.2252
2021-03-31,3.84300,2.76200,,-6.60500,-0.03000,-6.63500,-6.63500,-6.63500,-6.64300,-6.56700,-6.60500,0.58550,0.58550,-11.50000,-11.50000,6.54880,0.03120,183.89700,-41.16520,-35.19330,-41.16520,25.37150,-5.0038,-5.0184
2020-12-31,2.58400,2.79400,,-5.37800,-0.03500,-5.41300,-5.41300,-5.41300,-5.41900,-5.35300,-5.37800,0.49690,0.49690,-11.00000,-11.00000,6.49690,0.02690,127.39480,-30.78190,-26.41910,-30.78190,33.98990,-7.1878,-7.1817
2020-09-30,1.35700,1.53400,-0.50000,-19.48500,-0.03500,-19.52000,-19.52000,-19.52000,-22.70600,-19.45700,-19.48500,0.34210,0.34210,-66.50000,-66.50000,9.60860,0.02150,749.32840,-94.97400,-84.38890,-94.96940,42.00520,-12.01330,-12.01330
2020-06-30,1.29800,1.46900,,-3.82100,-0.00200,-3.82300,-3.82300,-3.82300,-3.82800,-3.81900,-3.82100,0.20890,0.20890,-17.00000,-17.00000,1.06580,,84.18860,-1453.61200,-130.12260,-1453.61200,1.14770,-14.5248,-14.5248
2020-03-31,0.89900,1.07700,,-1.97600,0.01900,-1.95700,-1.95700,-1.95700,-1.96000,-1.97400,-1.97600,0.22830,0.22830,-8.50000,-8.50000,3.68990,,180.71250,-52.65240,-38.35570,-52.60070,16.27940,-5.9992,-5.9992
2019-12-31,0.71200,1.05400,,-1.76600,0.02600,-1.74000,-1.74000,-1.74000,-1.74500,-1.76300,-1.76600,0.22820,0.22820,-7.50000,-7.50000,6.32810,,-256.93610,-31.78560,-26.73610,-31.74810,24.00630,-2.4023,-2.4023
2019-09-30,0.72100,0.91400,,-1.63500,0.02900,-1.60600,-1.60600,-1.60600,-1.61000,-1.63200,-1.63500,0.15080,0.15080,-10.50000,-10.50000,6.24010,,-72.29390,-22.89170,-19.20190,-22.86150,30.79480,-15.02850,-15.02850
2019-06-30,0.95980,1.93960,,-2.89940,0.31670,-2.58270,-2.58270,-2.58270,-2.58770,-2.89660,-2.89940,0.05150,0.05150,-43.00000,-43.00000,1.94480,,85.79650,-132.07760,-63.97260,-131.26790,25.62560,-33.2454,-33.2454
2019-03-31,0.73580,0.93550,,-1.67140,0.00740,-1.66400,-1.66400,-1.66400,-1.68720,-1.66860,-1.67140,0.05040,0.05040,-33.50000,-33.50000,2.03910,,34.04780,-133.72880,-67.72080,-132.15030,24.02980,-26.7277,-26.7277
2018-12-31,0.94720,0.87490,,-1.82210,0.01240,-1.80970,-1.80970,-1.80970,-1.82590,-1.81800,-1.82210,0.04850,0.04850,-37.50000,-37.50000,3.16970,,53.58740,-65.76890,-44.82160,-65.34940,52.96380,-17.5188,-17.5188
2018-09-30,1.01910,0.98650,,-2.00560,0.01380,-1.99180,-1.99180,-1.99180,-2.02790,-1.99890,-2.00560,0.04590,0.04590,-44.00000,-44.00000,4.38610,,72.30130,-54.58800,-41.93380,-54.26450,79.71480,-45.38540,-45.38540
2018-06-30,1.27680,1.13020,,-2.40690,0.02970,-2.37730,-2.37730,-2.37730,-2.41110,-2.40030,-2.40690,0.04170,0.04170,-45.50000,-45.50000,4.30050,,240.08060,-43.96770,-33.60140,-43.73790,118.31130,-75.8475,-75.8475
2018-03-31,1.77960,1.15500,,-2.93460,0.00160,-2.93310,-2.93310,-2.93310,-2.97970,-2.92800,-2.93460,0.04570,0.04570,-65.50000,-65.50000,4.78800,,-237.62490,-38.46800,-30.31010,-38.29190,167.14810,-60.393,-60.393
2017-12-31,2.14190,1.01190,,-3.15380,-0.00780,-3.16160,-3.16160,-3.16160,-3.21570,-3.14820,-3.15380,0.04510,0.04510,-70.00000,-70.00000,5.47220,,-88.85480,-31.76050,-25.88060,-31.66800,220.78760,-22.2833,-22.2833
2017-09-30,1.93460,0.74460,,-2.67930,0.01290,-2.66640,-2.66640,-2.66640,-2.70810,-2.67370,-2.67930,0.03060,0.03060,-90.00000,-90.00000,9.44940,,-41.06370,-20.69540,-18.45500,-20.63980,286.33260,-77.57830,-77.57830
2017-06-30,2.06390,0.73110,,-2.79500,0.19430,-2.60070,-2.60070,-2.60070,-2.71460,-2.78990,-2.79500,0.02410,0.02410,-100.00000,-100.00000,6.03420,,-1698.56900,-39.77670,-32.87430,-39.53310,226.68930,-135.4018,-135.4018
2017-03-31,1.08610,0.69810,,-1.78420,-0.08450,-1.86880,-1.86880,-1.86880,-2.07830,-1.78040,-1.78420,0.02310,0.02310,-90.00000,-90.00000,2.27280,,35.67090,-154.99420,-79.83100,-151.91450,52.68250,-63.3921,-63.3921
2016-12-31,1.12090,0.57130,,-1.69220,0.37020,-1.32200,-1.32200,-1.32200,-1.48170,-1.68830,-1.69220,0.02280,0.02280,-65.00000,-65.00000,4.94600,,34.93380,-49.43930,-36.77810,-48.92150,117.64170,-62.6655,-62.6655
2016-09-30,0.73270,1.31660,,-2.04940,-0.24100,-2.29030,-2.29030,-2.29030,-2.59760,-2.04550,-2.04940,0.02260,0.02260,-115.00000,-115.00000,10.39810,,88.14030,-58.09930,-45.38120,-57.62920,174.58570,-71.36280,-71.36280
2016-06-30,1.17750,0.85820,,-2.03570,-1.42060,-3.45640,-3.45640,-3.45640,-3.69470,-2.03190,-2.03570,0.02190,0.02190,-170.00000,-170.00000,10.07220,,201.65540,-71.66820,-54.38160,-71.13690,217.16180,-72.8577,-72.8577
2016-03-31,0.79030,0.63020,,-1.42050,0.28010,-1.14040,-1.14040,-1.14040,-1.14040,-1.41670,-1.42050,0.02220,0.02220,-50.00000,-50.00000,1.65010,,118.03770,156.76090,-98.70940,165.85170,-31.03670,-42.3015,-42.3015
2015-12-31,0.78920,0.89070,,-1.67990,-0.96680,-2.64670,-2.64670,-2.64670,-2.64670,-1.67990,-1.67990,0.02200,0.02200,-120.00000,-120.00000,3.99540,,1635.78200,-3625.80000,-121.15250,-2267.38000,5.26890,-53.8431,-53.8431
2015-09-30,0.60380,0.47400,,-1.07790,-0.54350,-1.62140,-1.62140,-1.62140,-1.62140,-1.07790,-1.07790,0.02120,0.02120,-75.00000,-75.00000,7.36620,,204.45280,315.13430,-53.48540,315.13430,-23.52890,-65.99900,-65.99900
2015-06-30,0.63010,0.56690,,-1.19700,1.07240,-0.12470,-0.12470,-0.12470,-0.12050,-1.19700,-1.19700,0.01900,0.01900,-10.00000,-10.00000,3.01900,,11.33430,15.17720,-4.84110,15.17720,-41.64080,-46.2136,-46.2136
2015-03-31,0.64180,0.50080,,-1.14260,-0.94410,-2.08670,-2.08670,-2.08670,-2.08670,-1.14260,-1.14260,0.01950,0.01950,-100.00000,-100.00000,6.44410,,-222.34890,-171.46120,-61.13530,-171.46120,61.69000,-46.9362,-46.9362
2014-12-31,0.61220,0.65620,,-1.26840,0.64880,-0.61960,-0.61960,-0.61960,-0.61960,-1.26840,-1.26840,0.01890,0.01890,-40.00000,-40.00000,14.03320,,-34.27140,-29.69650,-15.00910,-29.69650,108.16750,-55.9783,-55.9783
2014-09-30,0.67160,0.44500,,-1.11660,-0.40010,-1.51670,-1.51670,-1.51670,-1.51670,-1.11660,-1.11660,0.01820,0.01820,-80.00000,-80.00000,13.39840,,-625.68500,-291.15250,-33.72520,-291.15260,28.27980,-53.30530,-53.30530
2014-06-30,0.37410,0.78990,,-1.16400,4.79270,3.62880,3.62880,3.62880,3.62880,-1.16400,-1.16400,0.01600,0.01950,220.00000,220.00000,8.68270,-0.30680,-402.67600,-402.67640,72.51850,-402.67620,-50.07560,-13.4067,-13.4067
2014-03-31,0.61890,0.96690,,-1.58580,-1.61280,-3.19860,-3.19860,-3.19860,-3.19860,-1.58580,-1.58580,0.01580,0.01580,-200.00000,-200.00000,5.25350,-0.08970,104.51940,104.51940,-85.20180,104.51940,-190.77980,-191.4537,-191.4537
2013-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,53.3781,53.3781
2013-09-30,0.56020,0.74140,,-1.30160,8.09580,6.79420,6.79420,6.79420,6.79420,-1.30160,-1.30160,0.01570,0.02080,440.00000,40.00000,7.72550,-0.88840,-2232.77000,-2232.77700,125.98160,-2232.77800,-19.30810,-53.37810,-53.37810
2013-06-30,0.58440,1.65440,,-2.23880,-4.57720,-6.81600,-6.81600,-6.81600,-6.81360,-2.23880,-2.23880,0.01550,0.01550,-440.00000,-440.00000,6.96710,-0.03480,88.37100,88.37100,-104.52120,88.37100,-495.21180,-43.1403,-43.1403
2013-03-31,0.63190,0.92040,,-1.55230,-5.85300,-7.40530,-7.40530,-7.40530,-7.40530,-1.55230,-1.55230,0.01220,0.01220,-600.00000,-600.00000,6.74100,-0.13190,366.75870,366.75880,-96.25730,366.75880,-131.81820,-174.7358,-174.7358
2012-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,97.3475,97.3475
2012-09-30,0.22950,0.21870,,-0.44820,0.02040,-0.42780,-0.42780,-0.42780,-0.42780,-0.44820,-0.44820,0.00650,0.00650,-60.00000,-60.00000,0.04700,,3465.57400,3465.57300,,3465.57300,-0.00310,-97.34750,-97.34750
2012-06-30,0.73320,0.39480,,-1.12800,-0.00980,-1.13770,-1.13770,-1.13770,-1.13770,-1.12800,-1.12800,0.00720,0.00720,-160.00000,-160.00000,0.17970,,13891.65000,13891.65000,,13891.65000,-0.00210,-40.6543,-40.6543
2012-03-31,0.25440,0.16780,,-0.42220,0.01060,-0.41150,-0.41150,-0.41150,-0.41150,-0.42220,-0.42220,0.00630,0.00630,-60.00000,-60.00000,0.27800,,5709.41900,5709.41900,-14824.75000,5709.41900,-2.42290,-23.4422,-23.4422
2011-12-31,,0.23600,,-1.26660,,-1.30670,-1.30670,-1.30670,-1.30670,-0.01090,-1.26660,0.00430,0.00430,-300.00000,-300.00000,0.16480,-0.58450,32035.00000,32034.96000,,32034.96000,-0.00100,-0.3857,-0.3857
2011-09-30,,0.00070,-0.00320,-0.00390,,-0.00390,-0.00390,-0.00390,-0.00390,-0.00390,-0.00390,0.00300,0.00300,0.00000,0.00000,,,-56.42830,-56.42830,-56.42830,-56.42830,2.29820,0.38390,0.38390
2011-06-30,,0.01660,0.00980,-0.00680,,-0.00680,-0.00680,-0.00680,-0.00680,-0.00680,-0.00680,0.00300,0.00300,20.00000,20.00000,,,-63.87100,-63.87100,-63.87100,-63.87100,3.59500,-3.9768,-3.9768
2011-03-31,,0.00330,-0.00060,-0.00380,,-0.00380,-0.00380,-0.00380,-0.00380,-0.00380,-0.00380,0.00300,0.00300,0.00000,0.00000,,,-21.83610,-21.83610,-21.83610,-21.83610,5.89110,-9.0496,-9.0496
2010-12-31,,0.00110,-0.01350,-0.01460,,-0.01460,-0.01460,-0.01460,-0.01460,-0.01460,-0.01460,0.00100,0.00100,-20.00000,-20.00000,,,-68.02390,-68.02390,-68.02390,-68.02390,7.19870,2.8667,2.8667
2010-09-30,,0.00150,-0.00640,-0.00790,,-0.00790,-0.00790,-0.00790,-0.00790,-0.00790,-0.00790,0.00300,0.00300,0.00000,0.00000,,,,,,,,-2.87830,-2.87830
2010-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,0,0
2010-03-31,,0.00010,0.00000,-0.00010,,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,-0.00010,,,,0.00000,,,,,,,,0,0
2009-12-31,,0.00020,-0.00140,-0.00160,,-0.00160,-0.00160,-0.00160,-0.00160,-0.00160,-0.00160,0.00100,0.00100,0.00000,0.00000,,,,,,,,0,0
