Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,2.05800,0.35350,1.70460,1.31190,-1.23790,2.54970,-0.84510,0.67350,-0.17160,-0.17160,-0.17160,-3.35350,-3.52510,-0.61660,-0.84510,0.77100,2.36300,-4.57000,-1.49000,0.61020,0.00220,0.45460,82.82580,-41.06600,-41.06600,-8.33840,-171.28600,0.09500,0.11680,2.13090,42.23500,-1.48450,5.68050,-0.79250,-1.48130,14.11440,0.3748,0.5786
2023-06-30,2.25110,0.60630,1.64470,1.12590,-0.86440,1.99040,-0.34560,-1.62930,-1.97490,-1.97490,-1.97490,,-1.97490,-0.29210,-0.34560,0.68120,0.68120,-2.90000,-2.90000,0.49150,,,73.06400,-15.35380,-15.35380,-87.73040,-87.73040,0.60110,3.76010,2.81580,31.96220,152.55590,104.80990,-52.73390,152.55590,-1.89670,0.5029,0.4289
2023-03-31,2.24780,0.69070,1.55710,1.28330,-0.62120,1.90450,-0.34740,0.02170,-0.32570,-0.32570,-0.32570,-0.35220,-0.67800,-0.29510,-0.34740,0.67110,0.67110,-1.04950,-1.04950,0.93570,,,69.27280,-15.45570,-15.45570,-14.49040,-30.16140,0.55670,5.47050,3.17520,28.34490,-49.71590,-277.85380,-8.06660,-49.71590,0.96190,-1.38810,-1.51790
2022-12-31,2.87350,1.30130,1.57220,1.17170,-2.53430,3.70600,-2.13390,0.64260,-1.49130,-1.49130,-1.49130,,-0.91950,-1.97920,-2.13390,0.56510,0.56510,-1.44780,-1.44780,0.97500,0.49300,1.45830,54.71350,-74.26080,-74.26080,-51.89900,-31.99960,0.77450,19.01140,4.42570,20.33560,-434.94910,-434.94880,-40.19640,-220.54080,0.54770,2.2927,2.1025
2022-09-30,2.05580,0.68340,1.37240,1.07890,-0.51230,1.59120,-0.21880,-0.12170,-0.34050,-0.34050,-0.34050,-0.18830,-0.50300,-0.28710,-0.21880,0.55000,0.55200,-0.91000,-0.91000,1.15120,0.19720,0.36860,66.75870,-10.64120,-10.64120,-16.56160,-24.46750,0.43840,8.99770,1.19140,75.54230,-25.09800,-132.18400,-7.26070,-20.14750,2.42150,-0.9974,-1.0928
2022-06-30,3.27870,2.10780,1.17090,1.72500,-0.54900,2.27400,-1.10310,-0.00920,-1.11230,-1.11230,-1.11230,,-1.08380,-1.05190,-1.10310,0.54540,0.54540,-1.99000,-1.99000,1.31450,0.15590,0.27710,35.71240,-33.64430,-33.64430,-33.92350,-33.05440,0.57800,16.57880,3.21740,27.97310,-61.63700,-148.98460,-19.60810,-52.02670,3.30700,-2.1606,-2.6743
2022-03-31,3.24030,1.90460,1.33570,1.72130,-0.58300,2.30420,-0.96860,0.00270,-0.96580,-0.96580,-0.96580,,-0.96580,-0.91030,-0.96860,0.54550,0.54550,-1.79910,-1.79910,2.25330,0.10350,0.17320,41.22190,-29.89170,-29.89170,-29.80730,-29.80730,0.55480,6.95230,3.11300,28.91130,-33.44800,-46.10020,-16.53770,-29.98640,5.29180,-1.83470,-1.79250
2021-12-31,2.38790,1.14770,1.24020,0.85180,-1.17080,2.02250,-0.78230,-0.00200,-0.78430,-0.78430,-0.78430,,-0.78430,-0.74610,-0.78230,0.54270,0.54270,-1.34930,-1.34930,4.72370,,,51.93780,-32.76200,-32.76210,-32.84650,-32.84650,0.41410,20.39260,2.43920,36.89750,-20.80380,-20.80380,-13.60250,-20.80380,6.92190,-0.7993,-0.8409
2021-09-30,2.55000,1.26900,1.28100,1.93290,-0.64420,2.57720,-1.29610,-0.00560,-1.30170,-1.30170,-1.30170,,-1.30170,-1.26110,-1.29610,0.54450,0.54450,-2.39880,-2.39880,7.92420,,,50.23600,-50.82760,-50.82760,-51.04800,-51.04800,0.46250,13.38300,2.52780,35.60460,-28.19290,-28.19290,-23.60760,-28.19290,8.47720,-1.3421,-1.3421
2021-06-30,1.89830,1.05690,0.84140,1.57060,-1.84040,3.41090,-2.56960,-0.00870,-2.57830,-2.57830,-2.57830,,-2.57830,-2.53540,-2.56960,0.54170,0.54170,-4.79760,-4.79760,7.59090,,0.03890,44.32450,-135.36590,-135.36590,-135.82360,-135.82350,0.27530,7.59690,1.26210,71.30940,-44.55310,-44.55310,-37.38780,-44.55310,10.63120,-1.2711,-1.2711
2021-03-31,3.05320,1.66990,1.38330,1.38780,-0.63980,2.02760,-0.64430,-0.00730,-0.65150,-0.65150,-0.65150,,-0.65150,-0.61080,-0.64430,0.53980,0.53980,-1.19940,-1.19940,7.39710,,0.02740,45.30640,-21.10070,-21.10070,-21.33860,-21.33870,0.31500,3.55210,1.01160,88.96430,-7.94380,-7.94380,-6.72140,-7.94380,15.19370,-1.31580,-1.31580
2020-12-31,1.99430,1.86120,0.13310,1.71260,,2.43850,-2.30540,-0.00670,-2.31220,-2.31220,-2.31220,,-2.31220,-2.26730,-2.30540,0.51400,0.51400,-4.64770,-4.49780,10.94860,,0.02590,6.67470,-115.60150,-115.60150,-115.93870,-115.93870,0.20370,1.47980,1.05370,85.41600,-26.64040,-26.64040,-23.61100,-26.64040,16.07840,-1.5213,-1.5506
2020-09-30,6.33230,4.40300,1.92930,1.78350,,1.78340,0.14580,-0.00740,0.13840,0.13840,0.13840,,0.13840,0.15990,0.14580,0.53780,0.53780,0.29990,0.29990,19.89780,0.02040,0.02080,30.46780,2.30280,2.30280,2.18550,2.18550,0.53420,2.67320,6.12120,14.70300,1.27820,1.37010,1.16750,1.25220,20.11220,5.0886,5.0914
2020-06-30,6.59260,4.58790,2.00480,2.54000,,2.54000,-0.53530,-0.00730,-0.54260,-0.54260,-0.54260,,-0.54260,-0.50990,-0.53530,0.50570,0.50570,-1.04950,-1.04950,14.06370,0.02170,0.02220,30.40930,-8.11930,-8.11930,-8.23020,-8.23020,0.56190,2.52240,1.86000,48.38640,-5.34500,-5.75660,-4.62470,-5.22910,18.87800,-7.0467,-7.0457
2020-03-31,2.20330,0.56320,1.64010,1.45190,,1.45190,0.18820,-0.00790,0.18030,0.18030,0.18030,,0.18030,0.21310,0.18820,0.46500,0.49520,0.44980,0.29990,10.30480,0.02280,0.02330,74.43930,8.54290,8.54290,8.18320,8.18320,0.19200,1.52870,2.51210,35.82720,1.87090,2.02330,1.57140,1.82820,19.30620,-0.82960,-0.87710
2019-12-31,1.69590,0.44560,1.25030,1.23890,,1.60740,-0.35710,-0.13810,-0.49520,-0.49520,-0.49520,,-0.49520,-0.33270,-0.35710,0.39550,0.39550,-1.19940,-1.19940,7.30190,0.05150,0.05430,73.72460,-21.05620,-21.05620,-29.20000,-29.20000,0.30440,7.85060,2.14120,42.03340,-11.96080,-14.50400,-8.88810,-11.34430,9.49260,-0.4461,-0.6541
2019-09-30,2.31140,1.00090,1.31050,1.13270,,1.13270,0.17790,-0.15030,0.02760,0.02760,0.02760,,0.02760,0.20180,0.17790,0.38340,0.40340,0.00000,0.00000,4.51490,0.07160,0.16000,56.69700,7.69450,7.69450,1.19250,1.19260,0.39480,15.80830,3.25420,27.65650,0.70850,0.87100,0.47080,0.65780,9.05640,1.0018,1.0018
2019-06-30,1.91640,0.75310,1.16330,1.03060,,1.03060,0.13270,-0.07470,0.05800,0.05800,0.05800,,0.05800,0.15620,0.13270,0.37490,0.40410,0.14990,0.14990,1.79910,0.28060,0.49440,60.70070,6.92470,6.92470,3.02550,3.02550,0.52100,1.37730,2.68600,33.50690,4.32690,9.44250,1.57640,3.11300,3.57340,0.1172,0.1172
2019-03-31,1.51250,0.36580,1.14670,0.97490,,0.97500,0.17180,-0.04650,0.12520,0.12520,0.12520,,0.12520,0.19480,0.17180,0.37090,0.40010,0.29990,0.29990,1.84480,0.30020,0.54400,75.81260,11.35580,11.35580,8.27950,8.27950,0.45840,5.87950,2.07540,43.36580,10.28130,25.45040,3.79540,7.19470,3.24810,-0.31440,-0.31440
2018-12-31,1.29370,0.44670,0.84700,1.15660,,1.15660,-0.30960,0.12160,-0.18800,-0.18800,-0.18800,,-0.18800,-0.30960,-0.30960,0.35860,0.38860,,0.00000,1.70400,0.38220,0.99930,65.47070,-23.93290,-23.93290,-14.53150,-14.53150,0.58080,5.58620,2.98340,30.16660,-22.25640,-158.38320,-8.43930,-13.75000,2.28260,0.1046,0.066
2018-09-30,0.84750,0.00230,0.84510,0.75330,,0.75330,0.09180,0.00240,0.09420,0.09420,0.09420,,0.09420,0.09180,0.09180,0.35670,0.38620,0.00000,0.00000,1.78810,0.40600,1.67100,99.72330,10.83570,10.83570,11.12120,11.12120,0.68840,0.16910,2.01980,44.55850,28.94710,28.94720,7.65630,17.19430,0.90700,0.2169,0.2169
2018-06-30,0.83770,,0.83770,0.80620,,,0.03140,-0.01090,0.02050,0.02050,0.02050,,0.02050,0.03140,0.03140,0.35560,0.38340,0.00000,0.00000,1.37490,1.60100,-4.49340,100.00000,3.75390,3.75390,2.44880,2.44880,1.17620,,2.57480,34.95430,-16.94190,-16.94190,2.88030,10.18150,-0.34040,0.206,0.206
2018-03-31,0.85290,,0.85290,0.75420,,,0.09870,-0.01650,0.08230,0.08230,0.08230,,0.08230,0.09890,0.09870,0.35560,0.37870,0.00000,0.00000,1.43030,1.90730,-3.15170,100.00000,11.57530,11.57530,9.64550,9.64550,1.25260,,2.61020,34.48030,-42.80210,-42.80210,12.08220,38.83470,-0.54040,0.17600,0.17600
2017-12-31,0.74470,,0.74470,0.62950,,,0.11520,0.02470,0.13990,0.13990,0.13990,,0.13990,0.11770,0.11520,0.35530,0.37900,,0.00000,1.15630,4.38620,-2.13620,100.00000,15.47480,15.47480,18.78590,18.78590,1.20610,,2.33120,38.60680,-44.85120,-44.85130,22.65770,151.87520,-0.87710,0.1406,0.1406
2017-09-30,0.73590,,0.73590,0.64630,,,0.08960,-0.01340,0.07620,0.07620,0.07620,,0.07620,0.10180,0.08960,0.35560,0.37890,0.00000,0.00000,0.85030,-4.31820,-1.42010,100.00000,12.17810,12.17810,10.35420,10.35420,1.38430,,2.90850,30.94420,-15.31140,-15.31140,14.33280,-81.42890,-1.39920,0.308,0.308
2017-06-30,0.70470,,0.70470,0.65590,,,0.04880,-0.05560,-0.00680,-0.00680,-0.00680,,-0.00680,0.07520,0.04880,0.35560,0.35560,0.00000,0.00000,0.64620,-1.74100,-1.16500,100.00000,6.92220,6.92220,-0.97090,-0.97090,1.66250,,2.75750,32.63860,1.07560,1.07560,-1.61410,2.94810,-1.78870,0.1312,0.1312
2017-03-31,0.74590,,0.74590,0.60450,,,0.14150,-0.06170,0.07970,0.07970,0.07970,,0.07970,0.18910,0.14150,0.35430,0.38090,0.00000,0.00000,0.41360,-0.01480,-1.10220,100.00000,18.96260,18.96260,10.68800,10.68800,1.45700,,2.72760,32.99620,-10.98240,-10.98240,15.57260,-11.14490,-2.04120,-0.12680,-0.12680
2016-12-31,0.63800,,0.63800,0.70860,,,-0.05420,-0.00730,-0.06150,-0.06150,-0.06150,-0.38160,-0.44300,-0.01970,-0.05420,0.35070,0.35070,-0.89940,-0.89940,0.22860,-0.00930,-0.68060,102.56450,-8.49550,-8.49550,-9.63520,-69.44110,1.89250,,2.13310,42.19310,5.35470,5.35470,-18.23510,5.40450,-3.26120,-0.6485,-0.6485
2016-09-30,0.61080,,0.61080,0.85610,,,-0.24520,-0.05030,-0.29550,-0.29550,-0.29550,-0.54740,-0.84290,-0.22670,-0.24520,0.35150,0.35150,-2.69810,-2.69810,0.73340,-2.40220,-1.13920,100.00000,-40.14530,-40.14530,-48.37290,-137.98890,0.42990,,1.57110,57.28520,20.72330,20.72330,-20.79440,70.50550,-4.05020,-0.0864,-0.0864
2016-06-30,0.58850,0.00080,0.58770,1.16530,,1.16530,-0.57760,-0.06740,-0.64500,-0.64500,-0.64500,-0.45690,-1.10180,-0.55740,-0.57760,0.34990,0.34990,-3.59750,-3.59750,1.07180,9.81970,-1.55870,99.86920,-98.14440,-98.14440,-109.59310,-187.22560,0.40990,0.00140,1.57500,57.14360,76.08950,76.08950,-44.92750,-671.08970,-2.41730,-0.466,-0.466
2016-03-31,0.64450,0.01560,0.62890,0.75920,,0.75920,-0.13030,-0.04090,-0.17120,-0.17120,-0.17120,-0.20120,-0.37240,-0.09230,-0.13030,0.34950,0.34950,-0.89940,-0.89940,1.55580,1.11950,-14.98890,97.58080,-20.21370,-20.21370,-26.56340,-57.77680,0.35340,0.03280,1.42550,63.13690,219.95190,219.95060,-9.38680,-26.27690,-0.22270,-0.23470,-0.23470
2015-12-31,-0.58870,-1.12330,0.53460,0.12600,,0.12600,0.40860,-0.04340,0.36520,0.36520,0.36520,,-0.49540,0.44660,0.40860,0.34820,0.34820,-2.69810,-2.69810,0.29770,,1.49540,-90.81160,-69.40840,-69.40840,-62.02990,84.16230,-0.29030,,-1.65950,-54.23470,136.75370,136.75390,18.00870,136.75390,0.76390,2.5203,2.5203
2015-09-30,1.63790,0.70060,0.93720,1.01380,,1.01380,-0.07660,-0.04720,-0.12380,-0.12380,-0.12380,,-0.12380,-0.03710,-0.07660,0.34770,0.34770,0.00000,0.00000,1.39110,,0.95020,57.22280,-4.67450,-4.67450,-7.55630,-7.55630,1.21100,1.95690,3.69230,24.37540,-32.54900,-32.54900,-9.15040,-32.54900,1.09360,-0.2576,-0.2576
2015-06-30,1.16720,0.38200,0.78520,0.81160,,0.81160,-0.02640,-0.02790,-0.05440,-0.05440,-0.05440,,-0.05440,0.00010,-0.02640,0.34770,0.34770,0.00000,0.00000,1.41250,,0.72260,67.27160,-2.26590,-2.26590,-4.65700,-4.65700,0.76370,0.90540,2.80030,32.13910,-12.15110,-12.15110,-3.55660,-12.15110,1.28660,-0.938,-0.938
2015-03-31,0.69610,0.23050,0.46570,0.90830,,0.90830,-0.44270,-0.00100,-0.44360,-0.44360,-0.44360,,-0.44360,-0.44150,-0.44270,0.34770,0.34770,-0.89940,-0.89940,1.55310,,,66.89380,-63.58710,-63.58710,-63.72630,-63.72630,0.73090,1.52660,1.98850,45.26020,-130.14810,-130.14810,-46.57610,-130.14800,0.98040,-1.06510,-1.06510
2014-12-31,0.59160,0.16490,0.42670,0.86380,,0.86380,-0.43710,0.00000,-0.43710,-0.43710,-0.43710,,-0.43710,-0.43590,-0.43710,0.33170,0.33170,-1.79870,-1.79870,2.20040,,,72.12450,-73.88120,-73.88120,-73.88880,-73.88880,0.48410,3.55200,1.69510,53.09500,-65.39760,-65.39760,-35.76940,-65.39760,1.92260,-1.0845,-1.0845
2014-09-30,0.37270,0.07720,0.29550,0.64540,,0.64530,-0.34980,-0.00210,-0.35190,-0.35190,-0.35190,,-0.35190,-0.34860,-0.34980,0.32910,0.32910,-0.89940,-0.89940,1.63710,,,79.29840,-93.86510,-93.86510,-94.41710,-94.41710,0.68820,2.60530,2.01150,44.74380,-164.58660,-164.58670,-64.98010,-164.58660,0.62560,-0.8644,-0.8644
2014-06-30,0.28770,0.05120,0.23650,0.53660,,0.53650,-0.30000,-0.00100,-0.30100,-0.30100,-0.30100,,-0.30100,-0.29880,-0.30000,0.32720,0.32720,-0.89940,-0.89940,0.79610,,-0.82450,82.20960,-104.27960,-104.27960,-104.62400,-104.62400,0.87810,3.08440,1.91000,47.12100,395.47130,395.51820,-91.86850,395.51820,-0.23260,-0.4908,-0.4908
2014-03-31,0.24420,0.14680,0.09740,0.44190,,0.44190,-0.34450,-0.57750,-0.92200,-0.92200,-0.92200,,-0.92200,-0.34330,-0.34450,0.32390,0.32390,-2.69810,-2.69810,0.98790,,19.15650,39.88850,-141.08220,-141.08220,-377.56350,-377.56350,0.72430,4.79000,1.82910,49.20380,-27449.80000,-27383.47000,-273.46490,-27383.28000,0.01030,-0.76990,-0.76990
2013-12-31,0.21000,0.26000,-0.05000,1.39000,,1.39000,-1.44000,-0.00550,-1.45000,-1.45000,-1.45000,0.00000,-1.45000,-1.43900,-1.44000,0.15680,0.15680,-12.59120,-12.59120,1.44780,,0.55570,-28.57140,-685.71430,-685.71430,-690.47620,-690.47620,0.52000,5.99450,0.78990,113.94130,-1108.07200,-1108.01200,-359.02910,-1108.01200,0.40830,-4.1743,-4.1743
2013-09-30,0.32340,0.36870,-0.04530,0.23760,,0.23750,-0.28280,-0.00090,-0.28370,-0.28370,-0.28370,,-0.28370,-0.28190,-0.28280,0.30560,0.30560,-0.89940,-0.89940,,,,-13.99670,-87.45290,-87.45290,-87.71610,-87.71610,,,,,,,,,,-1.1829,-1.1829
2013-06-30,0.25460,0.12230,0.13230,0.31630,,0.31630,-0.18390,-0.00060,-0.18450,-0.18450,-0.18450,,-0.18450,-0.18290,-0.18390,,,,0.00000,,,,51.97230,-72.23650,-72.23650,-72.45760,-72.45760,,,,,,,,,,0,0
2013-03-31,0.17620,0.20040,-0.02420,0.16000,,0.16000,-0.18420,-0.00040,-0.18460,-0.18460,-0.18460,,-0.18460,-0.18320,-0.18420,,,,0.00000,,,,-13.72970,-104.56030,-104.56030,-104.76350,-104.76350,,,,,,,,,,0.00000,
2012-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
