Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,11.93500,11.93500,3.49400,2.05500,6.38600,-0.81100,5.57500,0.01400,5.56100,5.56100,5.56100,6.38700,6.38600,21.44700,22.40600,0.26000,0.25000,13.86240,,100.00000,53.50650,53.50650,46.71140,46.59410,0.22020,1.17800,76.40390,11.05960,11.05960,10.26190,11.05960,2.43970,-0.1258,-0.1258
2023-06-30,3.67400,3.67400,4.72300,4.34000,-5.38900,0.42800,-4.96100,,-4.96100,-4.96100,-4.96100,-5.38800,-5.38900,20.96000,20.96000,-0.24000,-0.24000,7.54400,,100.00000,-146.67940,-146.67940,-135.02990,-135.02990,0.08450,27.21480,3.30700,-13.15780,-13.15780,-11.41380,-13.15780,1.79660,0.0473,0.0473
2023-03-31,1.74900,1.74900,5.59500,2.28500,-6.13100,0.34000,-5.79100,,-5.79100,-5.79100,-5.79100,-6.13000,-6.13100,20.94000,20.94000,-0.28000,-0.28000,10.92900,,100.00000,-350.54320,-350.54320,-331.10350,-331.10350,0.03850,0.61710,145.83190,-14.03880,-14.03880,-12.75440,-14.03880,1.96920,-0.17410,-0.17410
2022-12-31,,,3.58600,2.05400,-5.64000,0.04600,34.25600,,33.94100,33.94100,33.94100,-5.63900,34.21000,19.93100,20.59700,1.72000,1.69000,17.79370,,,,,,,,,,73.40340,73.40340,69.27870,73.40340,2.21650,1.4013,1.4013
2022-09-30,,,2.83500,1.70300,-4.53800,0.00700,-4.53100,,-4.53100,-4.53100,-4.53100,-4.53700,-4.53800,20.49800,20.49800,-0.22000,-0.22000,5.41100,,,,,,,,,,-38.14940,-38.14940,-31.10240,-38.14940,0.57100,-0.1946,-0.1946
2022-06-30,,,3.16200,1.77600,-4.93800,0.01100,-4.92700,,-4.92700,-4.92700,-4.92700,-4.93700,-4.93800,19.50300,19.50300,-0.25000,-0.25000,5.41500,,,,,,,,,,-33.75810,-33.75810,-27.52670,-33.75810,0.72610,-0.185,-0.185
2022-03-31,,,4.77200,1.73600,-6.50800,-0.08700,-6.59500,,-6.59500,-6.59500,-6.59500,-6.50700,-6.50800,18.88800,18.88800,-0.35000,-0.35000,6.37290,0.01240,,,,,,,,,-38.18320,-38.18320,-32.19430,-38.18320,0.89890,-0.32670,-0.32670
2021-12-31,0.00000,0.00000,4.73600,1.41400,-6.15000,-0.16300,-6.31300,,-6.31300,-6.31300,-6.31300,-6.14900,-6.15000,14.85300,14.85300,0.52000,0.52000,6.76190,0.02420,,,,,,0.00000,,,-28.40880,-28.40880,-24.20910,-28.40880,1.17910,-0.4932,-0.4999
2021-09-30,0.48900,0.48900,3.12600,1.59500,-4.23200,0.00200,-4.23000,,-4.23000,-4.23000,-4.23000,-4.23100,-4.23200,16.92500,16.92500,-0.25000,-0.25000,8.79190,,100.00000,-865.43970,-865.43970,-865.03060,-865.03060,0.02110,,,-20.56790,-20.56790,-18.22960,-20.56790,1.18910,-0.0658,-0.0658
2021-06-30,0.10000,0.10000,3.82900,3.40800,-7.13700,0.00100,-7.13600,,-7.13600,-7.13600,-7.13600,-7.13600,-7.13700,13.60900,13.60900,-0.52000,-0.52000,9.35160,,100.00000,-7137.00000,-7137.00000,-7136.00000,-7136.00000,0.00400,2.00000,45.00000,-31.64100,-31.64100,-28.25920,-31.64100,1.33510,-0.2131,-0.2131
2021-03-31,,,3.48200,1.70400,-5.18600,-33.82800,-39.01400,,-39.01400,-39.01400,-39.01400,-5.18500,-5.18600,10.92400,10.92400,-3.57000,-3.57000,5.24370,,,,,,,,,,-397.45340,-397.45320,-321.73840,-397.45320,0.89810,-0.53200,-0.53200
2020-12-31,,,12.71200,1.31100,-14.02300,-4.65700,-18.68000,,-18.68000,-18.68000,-18.68000,-14.02200,-14.02300,4.66100,4.66100,-3.65000,-3.65000,5.54730,,,,,,,,,,138.70950,138.70940,-105.64420,138.70940,-1.23750,-0.8069,-1.1233
2020-09-30,,,1.38300,0.56500,-1.94800,0.70000,-1.24800,,-1.24800,-1.24800,-1.24800,-2.32400,-1.94800,3.74400,3.74400,-0.33000,-0.33000,2.87590,,,,,,,,,,-21.84090,-21.84090,-14.12770,-21.84090,5.09840,-0.282,-0.282
2020-06-30,,,0.71100,0.55100,-1.26200,-0.34200,-1.60400,,-1.60400,-1.60400,-1.60400,-0.88400,-1.26200,3.74400,3.74400,-0.43000,-0.43000,3.36810,,,,,,,,,,-22.90350,-22.90350,-15.65020,-22.90350,6.97020,-0.1631,-0.1631
2020-03-31,,,2.34400,0.39100,-2.73500,-0.35300,-3.08800,,-3.08800,-3.08800,-3.08800,-2.73000,-2.73500,3.54800,3.54800,-0.87000,-0.87000,5.69680,,,,,,,,,,-32.69320,-32.69320,-26.72920,-32.69320,9.40070,-0.20630,-0.20630
2019-12-31,,,-2.64900,-2.36470,5.01380,-4.41630,0.59750,,0.59750,0.59750,0.59750,5.07210,5.01380,2.84500,2.84500,4.71000,4.71000,0.18860,-0.74960,,,,,,,,,-7.90360,-7.90360,33.49270,-7.90360,-2.65080,7.2612,7.2662
2019-09-30,,,1.13140,1.14920,-2.28060,0.32140,-1.95920,,-1.95920,-1.95920,-1.95920,-2.30200,-2.28060,1.00480,1.00480,-1.96000,-1.96000,4.87660,,,,,,,,,,-16.66690,-16.66690,-13.07830,-16.66690,11.69970,-2.3667,-2.3667
2019-06-30,,,1.64840,1.34000,-2.98840,0.52410,-2.46430,,-2.46430,-2.46430,-2.46430,-3.01540,-2.98840,1.00480,1.00480,-2.44000,-2.44000,4.86970,,,,,,,,,,-18.08900,-18.08900,-13.94040,-18.08900,13.55870,-1.5224,-1.5281
2019-03-31,,,2.24220,1.69550,-3.93780,1.59480,-2.34300,,-2.34300,-2.34300,-2.34300,-3.94470,-3.93780,0.94500,0.94500,-2.48000,-2.48000,7.56750,,,,,,,,,,-14.69890,-14.69890,-12.06150,-14.69890,15.86460,-4.63500,-4.64310
2018-12-31,,,2.73000,2.23650,-4.96650,1.84990,-3.11660,,-3.11660,-3.11660,-3.11660,-4.94200,-4.96650,0.68480,0.68480,-3.96000,-3.96000,5.04340,,,,,,,,,,-29.50490,-29.50490,-19.42640,-29.50490,13.52920,-5.9849,-5.9828
2018-09-30,,,2.88800,1.79600,-4.68390,-0.65490,-5.33880,,-5.33880,-5.33880,-5.33880,-4.66840,-4.68390,0.66050,0.66050,-8.08000,-8.08000,4.11830,,,,,,,,,,-83.26440,-83.26430,-38.47830,-83.26430,9.69680,-6.3032,-6.3573
2018-06-30,,,3.43260,1.56880,-5.00140,1.16320,-3.83830,,-3.83830,-3.83830,-3.83830,-4.98040,-5.00140,0.66030,0.66030,-5.80000,-5.80000,5.35450,,,,,,,,,,-33.60040,-33.60040,-21.04780,-33.60050,17.28000,-6.7413,-6.7428
2018-03-31,,,4.05850,1.82730,-5.88590,3.81100,-2.07490,,-2.07490,-2.07490,-2.07490,-6.23450,-5.88590,0.66000,0.66000,-3.16000,-3.16000,7.35120,,,,,,,,,,-13.86020,-13.86020,-9.19950,-13.86020,22.64510,-8.48230,-8.48610
2017-12-31,,,3.26360,1.63460,-4.89820,1.30580,-3.59250,,-3.59250,-3.59250,-3.59250,-4.89730,-4.89820,0.57040,0.57040,-0.48020,0.00000,8.70010,,,,,,,,,,-21.42370,-21.42370,-12.69970,-21.42370,25.38110,-7.2658,-7.3616
2017-09-30,,,2.64500,1.57430,-4.21930,3.18130,-1.03810,,-1.03810,-1.03810,-1.03810,-4.20960,-4.21930,0.59270,0.59270,-1.92080,-1.92080,10.46750,,,,,,,,,,-6.86520,-6.86520,-4.22140,-6.86520,25.51260,-5.7207,-5.7263
2017-06-30,,,2.54430,1.73970,-4.28390,5.23100,0.94710,,0.94710,0.94710,0.94710,-4.28050,-4.28390,0.54150,0.58860,1.92080,1.44060,14.58820,,,,,,,,,,5.95590,5.95590,3.37110,5.95590,26.83670,-5.6538,-5.6763
2017-03-31,,,2.26240,1.69080,-3.95320,-17.65780,-21.61100,,-21.61100,-21.61100,-21.61100,-3.96040,-3.95320,0.49670,0.49670,-43.69750,-43.69750,11.34850,,,,,,,,,,-1913.26400,-1913.27300,-110.35830,-1913.27200,2.21400,-8.39260,-8.40050
2016-12-31,,,2.08500,1.83410,-3.91900,3.39360,-0.52550,,-0.52550,-0.52550,-0.52550,-3.93130,-3.91900,0.45280,0.45280,-0.96040,-0.96040,11.11510,,,,,,,,,,-3.08050,-3.08050,-2.49710,-3.08050,34.50870,-3.1768,-3.1777
2016-09-30,,,2.29860,1.41900,-3.71760,0.85060,-2.86700,,-2.86700,-2.86700,-2.86700,-3.73110,-3.71760,0.45070,0.45070,-6.24250,-6.24250,12.66360,,,,,,,,,,-16.63040,-16.63040,-12.60690,-16.63040,34.87510,-6.6329,-6.6343
2016-06-30,,,2.23700,1.67570,-3.91280,2.14700,-1.76580,,-1.76580,-1.76580,-1.76580,-3.91670,-3.91280,0.44390,0.44390,-3.84150,-3.84150,11.36380,,,,,,,,,,-11.16590,-11.16590,-8.60110,-11.16590,35.61320,-10.9858,-10.9918
2016-03-31,,,3.46860,1.39540,-4.86400,0.71490,-4.14900,,-4.14900,-4.14900,-4.14900,-4.86640,-4.86400,0.42190,0.42190,-9.60380,-9.60380,7.73840,,,,,,,,,,-24.10960,-24.10960,-16.23450,-24.10960,38.76500,-8.41370,-8.42460
2015-12-31,,,2.91630,1.45090,-4.36720,1.51510,-2.85220,,-2.85220,-2.85220,-2.85220,-4.37230,-4.36720,0.37980,0.37980,-9.12370,-9.12370,9.26670,,,,,,,,,,-15.19080,-15.19080,-11.49830,-15.19080,45.66990,-11.2861,-11.3106
2015-09-30,,,3.10380,1.55470,-4.65860,0.63200,-4.02650,,-4.02650,-4.02650,-4.02650,-4.66540,-4.65860,0.37630,0.37630,-9.60380,-9.60380,7.08230,,,,,,,,,,-22.74080,-22.74080,-17.45030,-22.74080,47.04020,-11.8585,-11.965
2015-06-30,,,3.23510,1.58490,-4.81990,1.58580,-3.23420,,-3.23420,-3.23420,-3.23420,-4.82820,-4.81990,0.37450,0.37450,-9.60380,-9.60380,8.60300,,,,,,,,,,-15.09250,-15.09250,-11.81650,-15.09250,56.96890,-11.7104,-11.7222
2015-03-31,,,2.89300,1.52470,-4.41770,0.14600,-4.27170,,-4.27170,-4.27170,-4.27170,-4.42660,-4.41770,0.37300,0.37300,-9.60380,-9.60380,11.04770,,,,,,,,,,-18.27260,-18.27260,-14.01410,-18.27260,62.64040,-10.82880,-10.85000
2014-12-31,,,2.21820,1.63430,-3.85250,1.64240,-2.21010,,-2.21010,-2.21010,-2.21010,-3.85820,-3.85250,0.36670,0.36670,-4.80190,-4.80190,13.59320,,,,,,,,,,-8.31480,-8.31480,-6.59090,-8.31480,71.60460,-8.2024,-8.2337
2014-09-30,,,1.82470,1.31700,-3.14170,1.23630,-1.90540,,-1.90540,-1.90540,-1.90540,-3.20050,-3.14170,0.37110,0.37110,-4.80190,-4.80190,21.06220,,,,,,,,,,-6.66300,-6.66300,-5.22710,-6.66300,77.03820,-6.9687,-7.0115
2014-06-30,,,1.70140,1.80750,-3.50890,3.70340,0.19450,,0.19450,0.19450,0.19450,-3.60650,-3.50890,0.37010,0.37010,0.00000,0.00000,25.39580,,,,,,,,,,0.64160,0.64160,0.49550,0.64160,81.69400,-7.6618,-7.6896
2014-03-31,,,1.27160,1.49450,-2.76610,-11.83440,-14.60050,,-14.60050,-14.60050,-14.60050,-2.81150,-2.76610,0.35430,0.35430,-43.21730,-43.21730,46.55490,,,,,,,,,,-52.08460,-52.08460,-35.50540,-52.08460,76.20480,-7.27320,-7.28380
2013-12-31,,,0.99430,1.36630,-2.33240,-0.38730,-2.71970,,-2.71970,-2.71970,-2.71970,-2.65840,-2.33240,0.26790,0.26790,-4.80190,-4.80190,20.66400,,,,,,,,,,-21.54110,-21.54110,-13.90670,-21.54110,41.32190,-8.6923,-8.7085
2013-09-30,,,0.78130,1.03300,-1.82390,-0.31700,-2.14090,,-2.14090,-2.14090,-2.14090,-1.89580,-1.82390,0.27170,0.27170,-9.60380,-9.60380,20.65220,,,,,,,,,,-21.73230,-21.73230,-13.31930,-21.73230,35.18580,-4.823,-4.9875
2013-06-30,,,0.92510,0.97920,-1.91350,-1.19520,-3.10880,,-3.10880,-3.10880,-3.10880,-2.13800,-1.91350,0.24900,0.24900,-14.40580,-14.40580,16.88530,,,,,,,,,,-56.49990,-56.50000,-28.07220,-56.50000,22.05330,-10.0505,-10.0546
2013-03-31,,,0.55250,1.34720,-1.90900,0.37890,-1.53010,,-1.53010,-1.53010,-1.53010,-2.05810,-1.90900,0.24870,0.24870,-4.80190,-4.80190,12.65390,,,,,,,,,,-18.26810,-18.26810,-11.45890,-18.26810,33.67700,-6.23830,-6.24070
2012-12-31,,,1.30840,-0.27200,-1.04660,0.99120,-0.05540,,-0.05540,-0.05540,-0.05540,-1.11020,-1.04660,0.20230,0.20230,0.00000,0.00000,16.17140,,,,,,,,,,-0.58110,-0.58110,-0.37140,-0.58110,38.33360,-4.7913,-4.7913
2012-09-30,,,1.06620,0.72280,-1.79980,-1.18930,-2.98910,,-2.98910,-2.98910,-2.98910,-1.81280,-1.79980,0.19860,0.19860,-14.40580,-14.40580,8.83300,,,,,,,,,,-63.09510,-63.09510,-37.46840,-63.09510,23.85900,-8.3084,-8.3084
2012-06-30,,,1.01830,0.82000,-1.84890,0.80650,-1.04240,,-1.04240,-1.04240,-1.04240,-1.86200,-1.84890,0.19860,0.19860,-4.80190,-4.80190,10.01330,,,,,,,,,,-13.59800,-13.59800,-10.68190,-13.59800,38.60770,-9.9713,-9.9713
2012-03-31,,,,1.87350,-1.88420,-0.25560,-2.13980,,-2.13980,-2.13980,-2.13980,-1.89720,-1.88420,0.19860,0.19860,-9.60380,-9.60380,10.14700,,,,,,,,,,-24.71610,-24.71610,-18.27400,-24.71610,43.60190,-9.65210,-9.65210
2011-12-31,,,1.48530,0.90860,-2.40400,2.79330,0.38930,,0.38930,0.38930,0.38930,-2.41760,-2.40400,0.19380,0.19380,4.80190,4.80190,10.26090,,,,,,,,,,3.63610,3.63610,2.84360,3.63610,53.91960,-26.4426,-26.5031
2011-09-30,,,2.37220,0.97270,-3.35510,1.88580,-1.46920,,-1.46920,-1.46920,-1.46920,-3.36870,-3.35510,0.19830,0.19830,-9.60380,-9.60380,4.00680,,,,,,,,,,-14.44330,-14.44330,-7.86150,-14.44330,51.27390,-15.9368,-15.9482
2011-06-30,,,5.41710,1.03080,-6.45860,0.62970,-5.82890,,-5.82890,-5.82890,-5.82890,-6.47170,-6.45860,0.19830,0.19830,-28.81150,-28.81150,4.77740,,,,,,,,,,-50.78110,-50.78110,-26.64580,-50.78110,57.87430,-24.2623,-24.2732
2011-03-31,,,2.71750,1.18170,-3.91330,-0.52280,-4.43620,,-4.43620,-4.43620,-4.43620,-3.92300,-3.91330,0.17960,0.17960,-24.00960,-24.00960,8.06780,,,,,,,,,,-25.89200,-25.89200,-16.31120,-25.89200,86.38680,-13.50540,-13.50540
2010-12-31,,,1.44390,1.65910,-3.11880,0.54590,-2.61030,,-2.61030,-2.61030,-2.61030,-3.12670,-3.15630,0.16380,0.16380,-9.60380,-9.60380,8.60680,,,,,,,,,,-25.11030,-25.11030,-16.09710,-25.11030,59.31270,-16.2485,-16.2589
2010-09-30,,,0.67130,1.68450,-2.36750,2.58640,0.21890,,0.21890,0.21890,0.21890,-2.37960,-2.36750,0.17300,0.17300,0.00000,0.00000,12.63310,,,,,,,,,,1.37740,1.37740,1.19680,1.37740,106.07990,-7.1434,-7.1456
2010-06-30,0.01880,0.01880,1.32840,1.86770,-3.18900,-0.40810,-3.59710,,-3.59710,-3.59710,-3.59710,-3.20110,-3.18900,0.15460,0.15460,-24.00960,-24.00960,11.50800,,100.00000,-17008.07000,-17008.07000,-19184.37000,-19184.37000,0.00090,,,-20.77990,-20.77990,-17.98430,-20.77990,100.40570,-12.2877,-12.2987
2010-03-31,0.01880,0.01880,0.49110,1.10920,-1.59310,-6.44050,-8.03360,,-8.03360,-8.03360,-8.03360,-1.60530,-1.59310,0.15050,0.15050,-52.82110,-52.82110,9.10130,,100.00000,-8496.63000,-8496.63000,-42845.84000,-42845.84000,0.00180,,,-95.54580,-95.54580,-77.11530,-95.54570,54.95530,-6.97010,-6.97850
2009-12-31,,,1.15820,0.70310,-1.86130,3.51950,1.60190,,1.60190,1.60190,1.60190,-1.88510,-1.91750,0.12800,0.12800,14.40580,14.40580,9.91720,,,,,,,,,,32.67670,32.67670,16.03710,32.67670,32.73040,-10.6511,-10.6702
2009-09-30,0.01880,0.01880,0.42460,0.83170,-1.25480,0.01740,-1.23740,,-1.23740,-1.23740,-1.23740,-1.26130,-1.25480,0.12710,0.12710,-9.60380,-9.60380,9.19620,,100.00000,-6692.45800,-6692.45800,-6599.62100,-6599.62100,0.00270,,,-23.23600,-24.49050,-17.89570,-23.23600,40.06100,-9.7588,-9.8044
2009-06-30,0.01880,0.01880,0.87220,0.93530,-1.80110,0.01830,-1.78280,,-1.78280,-1.78280,-1.78280,-1.80750,-1.80110,0.12120,0.12120,-14.40580,-14.40580,5.75350,,100.00000,-9606.03600,-9606.03600,-9508.34100,-9508.34100,0.00380,,,-57.41780,-63.04680,-36.48690,-57.41770,24.55680,-10.5915,-10.663
2009-03-31,0.01880,0.01880,0.72190,0.77720,-1.49240,0.00760,-1.48480,,-1.48480,-1.48480,-1.48480,-1.49920,-1.49240,0.11460,0.11460,-14.40580,-14.40580,6.40280,,100.00000,-7959.52500,-7959.52500,-7918.94400,-7918.94400,0.00550,,,-78.18950,-91.80750,-43.61140,-78.18950,16.27590,-9.22380,-9.23110
